,word,tf-idf
0,먹다,0.6837004833235125
1,다이어트,0.26913393108822864
2,샐러드,0.1717098058892887
3,보다,0.14376098182352587
4,운동,0.13205950655882026
5,않다,0.11868639197058531
6,맛있다,0.11199983467646782
7,요거트,0.1027685790948984
8,가슴,0.1019699987352916
9,음식,0.1019699987352916
10,넣다,0.10029835941176223
11,만들다,0.09862672008823287
12,좋다,0.09361180211764475
13,건강하다,0.09194016279411538
14,아침,0.0852536054999979
15,레시피,0.08489578273056823
16,치즈,0.08342768258272308
17,없다,0.08191032685293916
18,아니다,0.07856704820588041
19,소스,0.07560633734059279
20,식단,0.07522376955882168
21,김밥,0.07299922225988269
22,계란,0.06945565182038645
23,들다,0.06853721226470419
24,정말,0.06853721226470419
25,그릭,0.06778499209846249
26,포케,0.06778452896509704
27,자다,0.06686557294117482
28,그렇다,0.06519393361764544
29,건강,0.06352229429411609
30,샌드위치,0.06255478727515554
31,많다,0.061850654970586706
32,싶다,0.061850654970586706
33,정도,0.061850654970586706
34,토핑,0.06025291463564182
35,단백질,0.05850737632352797
36,현미,0.057356531775622124
37,생각,0.056835736999998596
38,되어다,0.05516409767646923
39,루베,0.05474941669491202
40,야채,0.05402106252696723
41,습관,0.05349245835293986
42,칼로리,0.05349245835293986
43,재료,0.05016241520361243
44,두부,0.04953518653349183
45,오이,0.049408251931118696
46,점심,0.04847754038235175
47,좋아하다,0.04847754038235175
48,저녁,0.04847754038235175
49,달걀,0.04692807145278173
50,빠지다,0.046805901058822375
51,가다,0.046805901058822375
52,도시락,0.046805901058822375
53,오다,0.043462622411763636
54,시작,0.041790983088234264
55,라차,0.04142387881200375
56,올리다,0.04011934376470489
57,지금,0.04011934376470489
58,간단하다,0.04011934376470489
59,먹기,0.04011934376470489
60,섭취,0.03844770444117552
61,스무디,0.03765807164727614
62,챙기다,0.03677606511764615
63,요리,0.03665714957187062
64,고구마,0.035745592728660305
65,사람,0.03510442579411678
66,팽이버섯,0.03389226448254852
67,관리,0.03343278647058741
68,탄수화물,0.03279850224851582
69,위해,0.03176114714705804
70,채소,0.03176114714705804
71,아보카도,0.031285380968521154
72,해먹,0.03127739363757777
73,스리,0.030880157456949185
74,올리브,0.03012645731782091
75,스프,0.03012645731782091
76,살이,0.03008950782352867
77,때문,0.03008950782352867
78,진짜,0.03008950782352867
79,싸다,0.03008950782352867
80,포만,0.029043294092036497
81,양배추,0.029043294092036497
82,조합,0.029043294092036497
83,채식,0.028678265887811062
84,아침식사,0.028678265887811062
85,토마토,0.028678265887811062
86,주다,0.028417868499999298
87,매일,0.028417868499999298
88,가볍다,0.028417868499999298
89,영상,0.028417868499999298
90,단호박,0.027792141711254267
91,냉동,0.027010531263483614
92,우유,0.026809194546495232
93,항상,0.02674622917646993
94,들어가다,0.02674622917646993
95,느끼다,0.02674622917646993
96,과일,0.025081207601806214
97,알다,0.025074589852940556
98,다시,0.025074589852940556
99,가지,0.025074589852940556
100,자주,0.025074589852940556
101,노력,0.025074589852940556
102,말다,0.025074589852940556
103,사실,0.025074589852940556
104,양념,0.024704125965559348
105,파스타,0.024575095000953964
106,통밀,0.023464035726390865
107,정체,0.023464035726390865
108,빼다,0.023402950529411187
109,적다,0.023402950529411187
110,찍다,0.023402950529411187
111,평소,0.023402950529411187
112,꾸준하다,0.023402950529411187
113,마음,0.023402950529411187
114,그냥,0.023402950529411187
115,크다,0.023402950529411187
116,두다,0.023402950529411187
117,자르다,0.023151883940128817
118,경희대,0.02259484298836568
119,라이스,0.02259484298836568
120,카레,0.02259484298836568
121,달달,0.022340995455412693
122,늘다,0.021731311205881818
123,질문,0.021731311205881818
124,힘들다,0.021731311205881818
125,출처,0.021731311205881818
126,다양하다,0.021731311205881818
127,식사,0.021731311205881818
128,남다,0.021731311205881818
129,다이어터,0.02161611021986443
130,바나나,0.021222560278451413
131,고기,0.021222560278451413
132,배고프다,0.021222560278451413
133,프로필,0.02085692064568077
134,봉지,0.02085692064568077
135,썰다,0.02085692064568077
136,볶다,0.02085692064568077
137,찌다,0.020059671882352446
138,유지,0.020059671882352446
139,위주,0.020059671882352446
140,느낌,0.020059671882352446
141,살다,0.020059671882352446
142,회사,0.020059671882352446
143,특별,0.019293236616774012
144,훈제,0.01882903582363807
145,바삭,0.01882903582363807
146,오븐,0.01882903582363807
147,카프레,0.01882903582363807
148,부라타,0.01882903582363807
149,또띠아,0.01882903582363807
150,두유,0.018528094474169515
151,비빔밥,0.018528094474169515
152,참치,0.018528094474169515
153,이제,0.018388032558823077
154,해보다,0.018388032558823077
155,나오다,0.018388032558823077
156,담다,0.018388032558823077
157,맞다,0.018388032558823077
158,제일,0.018388032558823077
159,근육,0.018388032558823077
160,지방,0.018388032558823077
161,대신,0.018388032558823077
162,처음,0.018388032558823077
163,줄이다,0.018388032558823077
164,가끔,0.018388032558823077
165,쉐이크,0.018249805564970672
166,피자,0.018249805564970672
167,과식,0.017872796364330153
168,버섯,0.017872796364330153
169,뿌리다,0.017872796364330153
170,추가,0.01736391295509661
171,당근,0.01736391295509661
172,최대한,0.01736391295509661
173,단식,0.01736391295509661
174,살찌다,0.01736391295509661
175,종류,0.01736391295509661
176,예전,0.016716393235293704
177,소개,0.016716393235293704
178,넘다,0.016716393235293704
179,데이,0.016716393235293704
180,해주다,0.016716393235293704
181,모르다,0.016716393235293704
182,도움,0.016716393235293704
183,바뀌다,0.016716393235293704
184,경우,0.016716393235293704
